OBJECTID,GEO.id,acs_10kl,acs_1015,acs_1519,acs_2025,acs_2530,acs_3035,acs_3540,acs_4050,acs_5059,acs_6069,acs_7079,acs_8089,acs_9099,acs_1124,acs_12549,acs_15074,acs_17599,acs_20049,acs_25099,acs_30099,acs_40099,acs_500749,acs_750999,acs_1000
631,1400000US24031700500,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,15,14,78,85,443,358,680,196,55
632,1400000US24031700604,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,29,82,101,774,641,493
633,1400000US24031700606,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,48,110,129,918,115,40
545,1400000US24031700607,0,0,0,0,0,0,0,14,13,13,13,0,14,0,12,0,0,0,28,290,330,793,565,96
634,1400000US24031700608,0,0,12,0,0,0,0,0,0,0,0,12,5,9,11,11,30,6,11,49,0,123,289,1218
635,1400000US24031700610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,74,177,292,57,0
546,1400000US24031700611,0,0,0,0,0,0,0,20,24,0,11,0,13,0,7,26,79,20,0,89,27,832,372,35
636,1400000US24031700613,0,0,0,0,0,0,0,11,7,0,0,0,0,26,0,0,0,31,12,166,356,760,197,66
637,1400000US24031700614,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,14,89,512,125,319,82,134,0,0
638,1400000US24031700615,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,27,130,44,595,143,11
639,1400000US24031700616,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,42,61,179,196,524,378,17
640,1400000US24031700704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,29,0,308,137,202,0,8
641,1400000US24031700706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,79,206,35,46,13,0
547,1400000US24031700710,0,0,0,0,0,7,0,10,0,13,0,0,0,0,0,0,40,37,128,437,536,460,10,10
642,1400000US24031700711,0,0,0,0,0,0,24,9,0,0,0,0,0,0,13,21,52,40,107,322,366,391,22,0
643,1400000US24031700713,0,0,0,0,0,17,0,0,0,0,0,0,0,37,18,11,17,144,215,207,77,11,0,0
644,1400000US24031700715,0,0,0,0,16,12,0,11,0,0,0,0,0,0,0,14,20,110,114,556,445,209,0,0
645,1400000US24031700716,14,0,0,23,0,0,16,0,0,0,0,0,0,22,28,86,153,223,239,702,450,264,0,16
646,1400000US24031700717,0,0,0,0,0,0,20,0,13,0,21,0,0,11,39,29,52,125,152,354,180,262,73,0
548,1400000US24031700718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,12,122,210,486,70,0
647,1400000US24031700719,0,0,0,0,0,0,0,0,0,0,0,76,10,58,91,21,89,97,124,323,91,19,0,0
648,1400000US24031700720,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,16,0,13,0,76,230,285,0,0
649,1400000US24031700721,0,0,0,0,0,0,0,0,0,5,0,0,30,0,42,7,211,160,78,89,0,0,0,0
650,1400000US24031700722,0,0,0,0,0,0,21,0,0,0,0,0,0,21,17,51,34,90,292,255,53,36,30,0
549,1400000US24031700723,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,19,11,52,21,20,27,0,0
651,1400000US24031700724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,37,0,7,0,0,0
652,1400000US24031700810,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,15,0,136,191,526,249,319,0,0
653,1400000US24031700811,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,25,23,151,190,575,107,33,13,0
654,1400000US24031700812,0,0,0,0,0,0,0,0,0,0,0,0,20,66,8,125,45,127,193,189,288,312,0,0
664,1400000US24031700813,0,0,0,0,0,0,0,0,12,0,0,0,13,36,49,23,161,396,143,508,254,63,0,15
550,1400000US24031700815,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,197,32,250,371,657,213,201,0,27
665,1400000US24031700816,0,0,0,0,0,28,12,0,18,0,0,0,0,14,15,0,27,199,154,776,107,115,0,0
666,1400000US24031700817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,91,42,383,195,229,0,0
667,1400000US24031700818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,114,102,286,71,0,0,0
668,1400000US24031700819,0,0,0,0,0,0,20,0,0,0,0,47,0,0,0,34,63,321,326,889,51,127,26,0
551,1400000US24031700820,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,43,165,85,169,0,0
669,1400000US24031700822,0,0,0,0,0,0,0,0,0,7,24,0,0,21,31,106,84,162,26,59,0,0,0,0
670,1400000US24031700823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,16,342,300,245,0,0
552,1400000US24031700824,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,19,155,88,387,250,82
570,1400000US24031700826,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,10,175,362,629,338,86
571,1400000US24031700828,0,0,0,0,0,20,0,0,3,0,31,19,0,0,0,0,0,51,44,36,0,447,66,75
572,1400000US24031700829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,344,241,382,0,0
573,1400000US24031700830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,0,0,0
748,1400000US24031700832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,163,172,247,120,24,0,0
749,1400000US24031700833,45,56,19,0,17,0,0,0,0,0,0,0,0,10,11,57,0,60,258,236,182,254,0,0
750,1400000US24031700834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,102,187,211,601,86,136,15,0
751,1400000US24031700835,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,23,0,9,18,176,238,716,48,0
574,1400000US24031700901,0,0,0,0,0,0,0,5,0,0,15,0,0,25,0,34,32,119,104,248,109,85,23,0
752,1400000US24031700902,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,15,0,43,117,267,281,53,47,0
753,1400000US24031700903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,180,63,28,0,9
754,1400000US24031700904,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,0,59,0,0,0
755,1400000US24031700905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,60,148,7,0
756,1400000US24031701001,0,0,0,0,0,0,10,0,0,7,0,0,0,0,14,0,0,0,15,128,473,661,192,11
575,1400000US24031701002,0,0,0,0,0,0,0,0,12,0,24,0,0,0,0,0,12,0,9,10,0,704,254,133
757,1400000US24031701004,0,0,0,10,0,0,0,0,9,8,0,0,0,0,0,0,22,122,33,204,183,690,59,0
758,1400000US24031701005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,34,25,71,164,398,229,84
759,1400000US24031701006,0,0,0,0,0,0,14,0,10,0,9,0,0,25,13,0,0,13,0,49,318,931,306,66
760,1400000US24031701007,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,25,0,0,9,77,75,203,200,81
761,1400000US24031701101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,25,140,602,444,131,27,0
576,1400000US24031701102,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,87,151,560,553,72,24,2
762,1400000US24031701201,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,31,30,136,145,400,587,73,0,22
763,1400000US24031701202,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,38,169,558,134,44
764,1400000US24031701205,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,49,615,784,385
765,1400000US24031701206,0,0,0,0,0,0,0,0,11,17,0,0,0,14,0,0,12,21,0,22,111,1152,451,128
577,1400000US24031701210,12,0,0,0,0,0,0,0,11,12,0,9,0,0,0,0,0,0,10,0,19,476,701,76
766,1400000US24031701211,0,0,0,0,0,11,0,0,0,0,10,0,0,0,14,11,0,4,57,193,86,699,230,46
767,1400000US24031701212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,69,279,295,125,25
768,1400000US24031701213,0,0,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,49,67,674,549,834,100,54
769,1400000US24031701214,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,154,119,239,17,80,11,0
578,1400000US24031701215,0,0,11,11,0,0,0,0,0,47,0,0,0,0,22,53,16,146,278,336,159,311,33,21
770,1400000US24031701216,0,0,22,0,0,0,0,11,0,0,0,0,11,0,0,56,25,17,34,254,135,149,111,19
771,1400000US24031701218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,76,25,33,22,0
772,1400000US24031701219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
773,1400000US24031701220,0,16,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,12,17,294,449,400
774,1400000US24031701221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,17,188,170,390
775,1400000US24031701303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,12,17,69,878,199,0
579,1400000US24031701304,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,37,17,152,746,956,0,0
776,1400000US24031701306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,128,600,224,0
777,1400000US24031701307,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,0,5,23,25,105,160,347,289,80
778,1400000US24031701308,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,10,10,18,232,447,203
779,1400000US24031701312,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,0,51,42,199,236,1104,123,16
580,1400000US24031701313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,7,34,306,174,472,65,7
780,1400000US24031701314,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,67,19,264,170,273,0,0
781,1400000US24031701315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,103,154,322,294,273,95,57
782,1400000US24031701316,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19,116,182,522,565,201
783,1400000US24031701317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,73,452,440,249
805,1400000US24031701407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,176,324,989,227,0
784,1400000US24031701408,0,0,0,0,0,13,0,0,14,0,0,0,11,0,0,13,0,94,31,141,441,563,264,303
581,1400000US24031701409,0,0,12,0,0,0,0,8,12,11,0,0,0,0,0,0,0,11,27,116,276,748,158,12
785,1400000US24031701410,0,0,0,0,0,0,16,70,0,0,0,0,0,21,21,26,23,105,191,767,322,186,49,0
786,1400000US24031701414,0,0,0,0,0,29,0,10,0,0,0,0,0,70,0,39,46,20,138,306,540,487,82,44
787,1400000US24031701415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,45,76,376,854,669,57,0
744,1400000US24031701417,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,73,161,122,215,45,18,48,9
788,1400000US24031701418,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,83,92,378,247,109,63,0
789,1400000US24031701420,0,0,0,0,0,42,0,10,0,0,0,0,0,13,27,33,68,205,181,576,382,227,0,12
790,1400000US24031701421,0,0,14,0,0,0,0,0,0,9,0,0,0,12,38,13,36,72,42,98,0,14,0,0
582,1400000US24031701422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,1400000US24031701423,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,107,137,667,30,15,0,0
792,1400000US24031701503,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,32,112,618,772,460,16,0
793,1400000US24031701505,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,22,72,247,387,477,25,58
794,1400000US24031701506,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,115,14,392,379,632,131,22
795,1400000US24031701507,0,0,0,0,0,0,8,10,0,0,0,0,0,13,0,5,0,40,10,120,444,862,64,19
583,1400000US24031701508,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,17,16,22,127,45,84,17,0,0
796,1400000US24031701509,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,41,0,10,156,159,24,0
584,1400000US24031701601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,12,0,13
797,1400000US24031701602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,48,87,184,295,38,0,0
798,1400000US24031701701,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,58,22,169,128,368,94,17
799,1400000US24031701702,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,5,6,73,38,73,13,13
800,1400000US24031701703,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,59,83,267,355,10,0
801,1400000US24031701704,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,65,8,181,322,179,13,9
802,1400000US24031701800,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,23,43,38,86,164,451,154,81
585,1400000US24031701900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,70,79,151,0,0
803,1400000US24031702000,0,0,0,14,0,0,0,0,0,0,0,0,0,10,3,12,34,70,66,248,127,70,9,0
804,1400000US24031702101,35,0,0,0,0,0,0,30,0,0,0,0,0,20,48,70,9,81,52,274,269,90,21,0
586,1400000US24031702102,0,0,0,0,0,0,0,8,0,0,0,10,0,0,11,0,0,0,9,64,357,514,10,12
806,1400000US24031702200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,38,256,429,537,0,0
807,1400000US24031702301,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,28,20,34,95,98,101,41,15,16
808,1400000US24031702302,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,25,20,62,42,156,251,317,27,0
809,1400000US24031702401,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,48,179,374,28,0
810,1400000US24031702402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,35,26,101,178,319,13,0
587,1400000US24031702500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,88,53,156,102,51,13,0
811,1400000US24031702601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,43,11,0,0,0
812,1400000US24031702602,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,50,185,161,85,0,0,0
813,1400000US24031702700,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,48,213,560,106,28
814,1400000US24031702800,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,29,13,65,10,108,228,457,132,27
815,1400000US24031702900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,64,177,836,312,98
816,1400000US24031703000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,0,113,358,134,19,0
817,1400000US24031703100,0,0,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0,60,21,327,640,73,0,7
588,1400000US24031703201,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,56,49,584,929,485,0,0
818,1400000US24031703202,47,0,22,0,0,0,0,28,0,0,0,0,0,61,11,21,21,98,47,208,509,382,243,100
819,1400000US24031703206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,139,333,383,8,0
820,1400000US24031703207,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,41,0,80,206,235,10,6
821,1400000US24031703208,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,25,55,269,621,515,73,60
589,1400000US24031703209,0,0,0,0,0,0,0,0,0,0,0,18,0,89,26,44,78,104,74,192,256,214,0,0
822,1400000US24031703210,0,0,0,0,0,7,0,0,0,5,0,0,0,0,6,0,0,72,62,263,504,79,0,0
823,1400000US24031703212,0,0,0,16,0,0,0,0,0,0,0,15,0,0,17,0,16,58,155,436,464,743,83,12
824,1400000US24031703213,0,23,21,0,0,0,0,22,28,0,0,0,0,58,39,39,123,244,81,86,0,0,0,8
825,1400000US24031703214,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,118,134,180,18,0
826,1400000US24031703215,0,0,0,0,0,0,0,0,10,14,0,0,10,18,15,0,11,35,0,20,242,300,8,0
827,1400000US24031703216,0,0,0,0,0,0,15,13,25,53,13,62,50,106,98,179,90,235,239,404,124,24,19,0
590,1400000US24031703218,0,0,0,0,0,14,0,0,0,15,0,0,0,15,14,155,43,144,160,274,100,13,13,14
828,1400000US24031703219,13,0,0,0,0,0,0,15,0,10,28,0,28,79,42,64,159,403,203,651,199,197,22,16
829,1400000US24031703220,0,0,0,0,0,0,0,0,15,0,0,0,0,54,0,14,16,224,339,259,165,122,28,17
830,1400000US24031703221,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,63,139,415,366,431,80,14
591,1400000US24031703301,17,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,35,79,464,396,56,0,0
831,1400000US24031703302,0,0,8,0,0,0,0,10,0,0,0,0,0,0,11,31,7,51,83,375,178,40,20,0
832,1400000US24031703401,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,10,103,558,357,72,0,7
592,1400000US24031703402,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,39,50,426,378,27,0,23
833,1400000US24031703403,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,0,71,96,370,186,63,0,0
834,1400000US24031703404,0,0,0,0,0,0,14,15,0,0,0,9,0,18,18,10,51,76,73,262,51,37,0,0
835,1400000US24031703501,0,0,0,0,0,0,0,0,12,0,0,0,0,18,25,0,24,83,107,344,384,83,0,10
836,1400000US24031703502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,28,24,64,200,298,213,0,6
837,1400000US24031703601,0,0,0,0,0,11,0,19,0,14,0,0,0,0,22,12,111,90,158,408,467,138,0,0
593,1400000US24031703602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,217,483,184,63,0
838,1400000US24031703701,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,5,4,104,180,473,159,11,0,0
839,1400000US24031703702,0,0,0,0,0,0,0,9,0,0,18,13,0,0,0,0,0,73,94,518,275,35,12,0
840,1400000US24031703800,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,94,112,102,0,0
841,1400000US24031703901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,196,455,275,0,0
594,1400000US24031703902,0,0,0,0,0,0,29,0,23,0,0,0,0,0,23,0,12,112,256,565,554,151,30,18
842,1400000US24031704000,13,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,30,68,101,490,583,235,16,0
843,1400000US24031704100,0,3,0,0,0,0,0,0,0,0,0,0,9,2,0,2,0,5,0,86,115,423,583,271
844,1400000US24031704200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,75,206,119,55
845,1400000US24031704300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,21,39,128,662,258,80
846,1400000US24031704401,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,13,0,15,0,113,518,111,113
595,1400000US24031704403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,203,186,183,50,116,13,0
847,1400000US24031704404,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,48,98,191,888,318,100
848,1400000US24031704501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,43,117,668,235,0
747,1400000US24031704502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,10,456,183,235
849,1400000US24031704503,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,11,54,609,180,277
850,1400000US24031704600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,129,78,488,655,105
851,1400000US24031704700,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,0,0,134,451,562
852,1400000US24031704803,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11,0,0,13,26,156,308,37,0
596,1400000US24031704804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,30,106,22,93
853,1400000US24031704805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,35,25,19
854,1400000US24031704806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,28,0,99,0,14
855,1400000US24031705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,29,24,410,352,280
856,1400000US24031705100,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,52,46,447,434,648
857,1400000US24031705200,0,0,0,0,0,0,0,0,0,0,13,3,0,4,0,0,0,0,0,12,15,134,420,423
597,1400000US24031705300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,4,3,3,47,578
858,1400000US24031705400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,40,247,607
859,1400000US24031705501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,81,34,252
860,1400000US24031705502,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,138,27,97,281,737
598,1400000US24031705601,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,13,0,6,40,276,406,148
599,1400000US24031705602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,31,61,361,153,363,104,26
600,1400000US24031705701,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,12,19,11,86,0,177,652,200
861,1400000US24031705702,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,36,47,120,268,333,691
862,1400000US24031705800,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,11,13,30,44,434,586,755
601,1400000US24031705901,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,11,0,11,320,444,524
863,1400000US24031705902,0,0,0,0,0,0,0,0,0,0,0,9,12,0,9,0,0,0,0,0,16,311,452,479
864,1400000US24031705903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,11,8,19,262,476,614
865,1400000US24031706005,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,14,0,0,40,336,929
866,1400000US24031706007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,17,45,289,754,1047
