OBJECTID,GEO.id,acs_ssm,acs_ssmf,acs_ssf,acs_sso
488,1400000US51013102400,17,26,23,1545
489,1400000US51013102500,50,53,0,1939
490,1400000US51013102600,23,8,0,1122
491,1400000US51013102701,0,79,26,1370
492,1400000US51013102801,17,36,22,2628
493,1400000US51013102802,25,0,0,441
494,1400000US51013102901,8,94,0,1500
495,1400000US51013103000,11,68,45,1486
496,1400000US51013103100,16,43,0,1709
497,1400000US51013103200,0,72,10,2483
498,1400000US51013103300,0,52,0,996
499,1400000US51013103401,0,0,0,95
500,1400000US51013103501,7,90,0,1927
501,1400000US51013103502,0,88,16,1516
502,1400000US51013103503,40,62,31,2101
503,1400000US51013103601,36,9,0,928
504,1400000US51013103700,20,9,3,864
505,1400000US51013103800,27,105,0,1961
506,1400000US51013980100,0,0,0,0
507,1400000US51013980200,0,0,0,17
508,1400000US51059491103,0,14,0,2087
509,1400000US51510201300,39,34,38,1237
510,1400000US51510201400,6,18,0,1866
511,1400000US51510201500,37,0,9,1203
512,1400000US51510201801,36,57,27,2767
513,1400000US51510201802,5,27,0,905
514,1400000US51510201900,7,0,0,874
515,1400000US51510202002,0,18,11,1468
516,1400000US51510200102,16,50,0,1406
517,1400000US51510200104,27,44,0,1224
518,1400000US51510200105,0,48,0,2143
519,1400000US51510200106,0,47,0,1440
520,1400000US51510200201,8,39,0,1367
521,1400000US51510200202,13,0,0,605
522,1400000US51510200302,19,14,16,1275
523,1400000US51510200303,0,66,80,2360
524,1400000US51510200403,40,13,0,699
525,1400000US51510200404,42,0,11,1547
526,1400000US51510200406,14,159,0,1770
527,1400000US51510200407,18,29,11,2130
528,1400000US51510200703,0,22,0,1201
529,1400000US51510200801,13,0,0,964
530,1400000US51510200802,37,48,0,1203
531,1400000US51510201000,0,39,33,1717
532,1400000US51510201100,4,0,17,1142
533,1400000US51510201202,0,81,8,1145
534,1400000US51510201203,16,91,9,2159
535,,,,,
536,,,,,
537,,,,,
538,,,,,
539,1400000US51610500100,0,18,0,1026
540,1400000US51610500200,0,29,12,1993
541,1400000US51059420400,9,58,0,1372
542,1400000US51059482002,0,0,0,1732
543,1400000US24031700105,0,16,0,2025
544,1400000US24031700304,12,49,14,2417
545,1400000US24031700607,31,43,0,2430
546,1400000US24031700611,0,58,8,1563
547,1400000US24031700710,0,109,0,1970
548,1400000US24031700718,9,0,0,1748
549,1400000US24031700723,0,27,0,1911
550,1400000US24031700815,0,60,0,2511
551,1400000US24031700820,0,10,0,969
552,1400000US24031700824,0,35,0,1017
553,1400000US24033803001,13,27,4,907
554,1400000US24033803002,0,13,13,1051
555,1400000US24033803100,0,56,0,853
556,1400000US24033803200,0,68,15,963
557,1400000US24033803512,0,47,0,2237
558,1400000US24033803519,0,6,10,1184
559,1400000US24033803525,0,133,16,961
560,1400000US24033803613,0,24,0,1912
561,1400000US24033804001,0,106,0,1899
562,1400000US24033804400,3,30,9,733
563,1400000US24033804900,10,31,3,1298
564,1400000US24033805601,9,123,0,1304
565,1400000US24033805904,0,62,0,865
566,1400000US24033806200,5,12,5,1510
567,1400000US24033806602,0,72,0,1237
568,1400000US24033806712,0,47,9,1166
569,1400000US24033807304,0,0,0,594
570,1400000US24031700826,7,17,18,2640
571,1400000US24031700828,0,31,0,850
572,1400000US24031700829,17,11,0,1147
573,1400000US24031700830,0,50,4,697
574,1400000US24031700901,0,0,0,1680
575,1400000US24031701002,0,29,6,1187
576,1400000US24031701102,0,50,11,1968
577,1400000US24031701210,11,4,8,1358
578,1400000US24031701215,0,59,0,2422
579,1400000US24031701304,9,13,0,1980
580,1400000US24031701313,0,8,14,1242
581,1400000US24031701409,0,0,11,1377
582,1400000US24031701422,0,16,0,785
583,1400000US24031701508,0,27,0,1541
584,1400000US24031701601,0,53,0,700
585,1400000US24031701900,38,64,0,1106
586,1400000US24031702102,14,0,32,962
587,1400000US24031702500,0,152,0,2244
588,1400000US24031703201,0,40,0,2317
589,1400000US24031703209,23,0,31,1981
590,1400000US24031703218,13,0,0,1271
591,1400000US24031703301,0,40,7,1186
592,1400000US24031703402,0,21,11,974
593,1400000US24031703602,0,19,0,1020
594,1400000US24031703902,13,46,33,2443
595,1400000US24031704403,0,12,0,1001
596,1400000US24031704804,0,0,0,691
597,1400000US24031705300,0,0,4,668
598,1400000US24031705601,0,17,0,1000
599,1400000US24031705602,0,65,0,2713
600,1400000US24031705701,0,24,0,1612
601,1400000US24031705901,0,20,11,1408
602,1400000US24031706011,0,13,0,1741
603,1400000US24033800106,7,15,0,1040
604,1400000US24033800209,0,48,0,1563
605,1400000US24033800214,0,0,0,1048
606,1400000US24033800408,0,26,10,2024
607,1400000US24033800413,0,0,0,1317
608,1400000US24033800514,0,0,0,1168
609,1400000US24033800519,0,0,0,1373
610,1400000US24033800704,0,28,20,1741
611,1400000US24033801005,0,94,15,1224
612,1400000US24033801006,0,0,0,1258
613,1400000US24033801209,0,97,0,1320
614,1400000US24033801216,0,0,0,1232
615,1400000US24033801308,0,25,0,1218
616,1400000US24033801313,0,0,0,958
617,1400000US24033801409,0,55,0,1024
618,1400000US24033801702,11,36,0,1546
619,1400000US24033801801,0,0,0,851
620,1400000US24033801805,0,18,9,1010
621,1400000US24033802104,18,52,0,758
622,1400000US24033802203,0,49,0,1555
623,1400000US24033802406,0,35,0,832
624,1400000US24033802600,13,63,0,957
625,1400000US24031700308,0,13,0,2290
626,1400000US24031700309,10,50,8,1862
627,1400000US24031700310,7,108,0,2058
628,1400000US24031700311,0,13,0,1705
629,1400000US24031700312,6,26,8,1485
630,1400000US24031700400,0,0,8,823
631,1400000US24031700500,0,16,0,2057
632,1400000US24031700604,9,70,16,2045
633,1400000US24031700606,0,0,12,1461
634,1400000US24031700608,0,27,0,1804
635,1400000US24031700610,0,0,0,657
636,1400000US24031700613,0,72,16,1868
637,1400000US24031700614,13,140,6,1959
638,1400000US24031700615,0,0,0,1008
639,1400000US24031700616,0,0,28,1435
640,1400000US24031700704,0,56,0,970
641,1400000US24031700706,0,90,18,1183
642,1400000US24031700711,0,61,13,1826
643,1400000US24031700713,0,158,0,1702
644,1400000US24031700715,0,52,0,1647
645,1400000US24031700716,0,11,23,2569
646,1400000US24031700717,0,161,12,1911
647,1400000US24031700719,0,86,0,2006
648,1400000US24031700720,0,47,0,1097
649,1400000US24031700721,0,0,0,1296
650,1400000US24031700722,11,74,0,1587
651,1400000US24031700724,0,136,0,991
652,1400000US24031700810,9,39,0,1658
653,1400000US24031700811,0,0,5,1471
654,1400000US24031700812,12,22,19,1610
655,1400000US24031700101,0,0,0,1333
656,1400000US24031700103,11,19,9,1790
657,1400000US24031700104,11,24,0,1627
658,1400000US24031700204,0,0,0,691
659,1400000US24031700205,0,52,0,1723
660,1400000US24031700206,12,0,0,1896
661,1400000US24031700207,0,41,0,1777
662,1400000US24031700208,0,0,20,628
663,1400000US24031700306,0,83,0,2329
664,1400000US24031700813,0,13,6,1958
665,1400000US24031700816,0,61,14,2844
666,1400000US24031700817,0,118,0,2233
667,1400000US24031700818,0,134,0,2347
668,1400000US24031700819,17,47,0,2152
669,1400000US24031700822,0,11,0,652
670,1400000US24031700823,0,14,12,1052
671,1400000US24033803300,0,94,8,1391
672,1400000US24033803401,0,16,0,437
673,1400000US24033803402,0,98,0,1563
674,1400000US24033803508,0,108,0,1501
675,1400000US24033803509,0,43,20,854
676,1400000US24033803513,0,0,0,2063
677,1400000US24033803514,0,76,0,1748
678,1400000US24033803516,0,61,0,1617
679,1400000US24033806711,0,0,50,1352
680,1400000US24033806713,0,82,0,1242
681,1400000US24033806714,24,90,0,1163
682,1400000US24033806800,0,13,5,1274
683,1400000US24033806900,11,23,0,1307
684,1400000US24033807000,0,50,13,1762
685,1400000US24033807102,0,28,3,928
686,1400000US24033807200,0,0,0,1247
687,1400000US24033807301,0,53,0,1306
688,1400000US24033807305,0,22,12,963
689,1400000US24033807404,11,0,0,1527
690,1400000US24033807407,0,24,14,2052
691,1400000US24033807408,0,31,14,2197
692,1400000US24033807409,0,0,4,1077
693,1400000US24033807410,0,74,0,1316
694,1400000US24033803520,0,7,0,1345
695,1400000US24033803521,0,0,9,1574
696,1400000US24033803522,0,0,0,1375
697,1400000US24033803523,0,14,0,1179
698,1400000US24033803524,0,19,0,1130
699,1400000US24033803526,0,91,0,1125
700,1400000US24033803527,0,14,0,1073
701,1400000US24033803601,0,10,12,1115
702,1400000US24033803602,0,0,0,594
703,1400000US24033803605,12,40,0,1699
704,1400000US24033803606,0,23,0,1445
705,1400000US24033803608,0,11,0,1714
706,1400000US24033803610,0,43,0,821
707,1400000US24033803612,0,27,0,1204
708,1400000US24033803700,4,16,0,715
709,1400000US24033803801,0,16,11,653
710,1400000US24033803803,0,85,12,1698
711,1400000US24033803900,0,56,0,887
712,1400000US24033804002,0,66,0,1209
713,1400000US24033804101,0,23,4,1091
714,1400000US24033804102,0,93,0,1945
715,1400000US24033804200,32,7,15,1057
716,1400000US24033804300,5,54,0,1218
717,1400000US24033804600,0,45,0,760
718,1400000US24033804700,13,42,13,1227
719,1400000US24033804801,0,0,0,1290
720,1400000US24033804802,0,40,0,1078
721,1400000US24033805000,0,92,0,1907
722,1400000US24033805101,7,91,0,1163
723,1400000US24033805201,0,82,0,1189
724,1400000US24033805202,0,29,0,1198
725,1400000US24033805500,16,28,0,1061
726,1400000US24033805602,0,84,0,1021
727,1400000US24033805700,10,46,0,1534
728,1400000US24033805801,0,70,0,910
729,1400000US24033805802,0,11,0,791
730,1400000US24033805906,0,44,0,940
731,1400000US24033805907,0,74,0,1177
732,1400000US24033805908,0,0,0,991
733,1400000US24033805909,0,106,46,1284
734,1400000US24033806000,24,142,0,1342
735,1400000US24033806100,10,33,7,1460
736,1400000US24033806300,0,48,0,626
737,1400000US24033806400,7,14,18,1239
738,1400000US24033806501,0,113,0,1469
739,1400000US24033806601,0,37,12,1039
740,1400000US24033806706,7,35,0,1311
741,1400000US24033806708,0,66,21,2156
742,1400000US24033806710,10,0,0,2320
743,1400000US24033803607,0,8,0,1035
744,1400000US24031701417,0,84,0,2367
745,1400000US24033801908,0,60,0,1431
746,1400000US24033807405,0,86,0,1792
747,1400000US24031704502,0,0,0,925
748,1400000US24031700832,0,13,0,965
749,1400000US24031700833,0,16,0,1349
750,1400000US24031700834,9,60,0,1584
751,1400000US24031700835,0,0,0,1281
752,1400000US24031700902,0,9,0,1196
753,1400000US24031700903,0,10,3,646
754,1400000US24031700904,0,7,0,1247
755,1400000US24031700905,0,0,0,1674
756,1400000US24031701001,11,50,8,1935
757,1400000US24031701004,0,25,0,1823
758,1400000US24031701005,0,0,0,1088
759,1400000US24031701006,25,15,0,1839
760,1400000US24031701007,11,35,0,1335
761,1400000US24031701101,0,0,9,1509
762,1400000US24031701201,17,21,0,2070
763,1400000US24031701202,0,0,0,1051
764,1400000US24031701205,15,11,0,2232
765,1400000US24031701206,0,0,27,2072
766,1400000US24031701211,0,42,13,2035
767,1400000US24031701212,0,8,0,847
768,1400000US24031701213,0,11,0,2763
769,1400000US24031701214,0,41,0,1295
770,1400000US24031701216,0,94,0,1846
771,1400000US24031701218,0,90,0,1096
772,1400000US24031701219,0,45,0,1074
773,1400000US24031701220,0,0,0,1249
774,1400000US24031701221,0,10,14,1633
775,1400000US24031701303,18,0,14,1265
776,1400000US24031701306,0,13,10,962
777,1400000US24031701307,0,7,0,1108
778,1400000US24031701308,13,0,0,1000
779,1400000US24031701312,0,8,11,2068
780,1400000US24031701314,0,0,0,982
781,1400000US24031701315,0,0,14,1627
782,1400000US24031701316,0,0,0,1996
783,1400000US24031701317,0,0,0,1361
784,1400000US24031701408,16,0,0,2014
785,1400000US24031701410,0,10,19,2383
786,1400000US24031701414,0,0,0,2512
787,1400000US24031701415,0,15,0,2334
788,1400000US24031701418,0,0,0,1069
789,1400000US24031701420,16,19,0,3084
790,1400000US24031701421,0,0,0,513
791,1400000US24031701423,0,0,25,1688
792,1400000US24031701503,40,0,0,2086
793,1400000US24031701505,0,56,0,2377
794,1400000US24031701506,21,17,0,1717
795,1400000US24031701507,0,29,15,1746
796,1400000US24031701509,0,93,24,2085
797,1400000US24031701602,0,60,0,1476
798,1400000US24031701701,28,29,18,1439
799,1400000US24031701702,0,58,0,940
800,1400000US24031701703,19,31,24,1336
801,1400000US24031701704,9,0,16,929
802,1400000US24031701800,0,32,57,1751
803,1400000US24031702000,0,50,0,1266
804,1400000US24031702101,12,10,0,1818
805,1400000US24031701407,6,39,20,1790
806,1400000US24031702200,10,26,21,1391
807,1400000US24031702301,9,60,32,1377
808,1400000US24031702302,13,79,18,1521
809,1400000US24031702401,24,13,10,875
810,1400000US24031702402,0,57,22,1763
811,1400000US24031702601,0,87,11,2307
812,1400000US24031702602,0,67,0,2113
813,1400000US24031702700,0,63,15,2035
814,1400000US24031702800,12,18,0,2022
815,1400000US24031702900,28,0,39,2173
816,1400000US24031703000,10,14,0,656
817,1400000US24031703100,0,29,0,1453
818,1400000US24031703202,0,46,16,2080
819,1400000US24031703206,4,47,0,1160
820,1400000US24031703207,0,72,0,1420
821,1400000US24031703208,0,10,0,1711
822,1400000US24031703210,0,43,9,1044
823,1400000US24031703212,0,36,0,2761
824,1400000US24031703213,0,95,28,2030
825,1400000US24031703214,0,43,0,2369
826,1400000US24031703215,20,21,6,1050
827,1400000US24031703216,0,0,0,1899
828,1400000US24031703219,0,0,18,2254
829,1400000US24031703220,0,0,0,1910
830,1400000US24031703221,0,12,0,1723
831,1400000US24031703302,0,30,0,981
832,1400000US24031703401,21,13,8,1366
833,1400000US24031703403,0,77,0,906
834,1400000US24031703404,0,36,9,702
835,1400000US24031703501,10,90,0,1795
836,1400000US24031703502,11,41,12,1150
837,1400000US24031703601,0,58,10,1702
838,1400000US24031703701,0,19,17,1029
839,1400000US24031703702,0,9,25,1173
840,1400000US24031703800,0,37,0,1123
841,1400000US24031703901,22,20,0,1021
842,1400000US24031704000,0,14,46,2445
843,1400000US24031704100,0,27,0,1574
844,1400000US24031704200,5,5,9,736
845,1400000US24031704300,0,16,0,1302
846,1400000US24031704401,6,6,8,1040
847,1400000US24031704404,19,14,0,2104
848,1400000US24031704501,0,24,8,1196
849,1400000US24031704503,0,0,0,1302
850,1400000US24031704600,0,17,12,1949
851,1400000US24031704700,0,0,0,1314
852,1400000US24031704803,0,73,11,1806
853,1400000US24031704805,17,36,0,956
854,1400000US24031704806,0,46,0,1574
855,1400000US24031705000,14,9,0,1733
856,1400000US24031705100,4,0,2,1906
857,1400000US24031705200,0,16,2,1118
858,1400000US24031705400,4,31,0,924
859,1400000US24031705501,12,24,49,1467
860,1400000US24031705502,8,0,5,1463
861,1400000US24031705702,0,0,0,1697
862,1400000US24031705800,26,6,0,2181
863,1400000US24031705902,17,14,0,1470
864,1400000US24031705903,0,0,27,1511
865,1400000US24031706005,0,0,0,1510
866,1400000US24031706007,0,21,11,2310
867,1400000US24031706008,0,9,0,1729
868,1400000US24031706009,0,0,0,1878
869,1400000US24031706010,0,10,0,1086
870,1400000US24031706012,0,61,0,1840
871,1400000US24031706013,10,0,0,914
872,1400000US24033800102,12,58,0,1330
873,1400000US24033800103,0,36,0,841
874,1400000US24033800105,7,70,25,1330
875,1400000US24033800108,0,134,0,1224
876,1400000US24033800109,0,85,0,1343
877,1400000US24033800203,10,23,21,1315
878,1400000US24033800206,0,39,0,1421
879,1400000US24033800208,8,115,0,2170
880,1400000US24033800210,0,32,0,1027
881,1400000US24033800211,0,11,0,1263
882,1400000US24033800212,0,25,0,1039
883,1400000US24033800213,0,21,0,1557
884,1400000US24033800215,0,0,9,931
885,1400000US24033800401,9,19,0,871
886,1400000US24033800402,0,20,12,1766
887,1400000US24033800403,0,45,21,1256
888,1400000US24033800409,0,26,6,1944
889,1400000US24033800410,0,38,0,1515
890,1400000US24033800411,0,45,0,1303
891,1400000US24033800412,0,14,0,1283
892,1400000US24033800504,12,52,0,1656
893,1400000US24033800505,0,49,0,846
894,1400000US24033800507,0,34,0,1042
895,1400000US24033800509,11,8,0,3099
896,1400000US24033800511,0,39,13,1811
897,1400000US24033800513,7,15,0,1717
898,1400000US24033800515,0,85,0,1361
899,1400000US24033800516,0,14,0,1450
900,1400000US24033800517,0,8,0,1683
901,1400000US24033800518,0,0,0,1047
902,1400000US24033800520,0,50,0,848
903,1400000US24033800601,8,9,0,622
904,1400000US24033800604,0,0,0,533
905,1400000US24033800605,0,72,0,1349
906,1400000US24033800606,0,46,0,2327
907,1400000US24033800607,0,12,0,1929
908,1400000US24033800608,0,44,0,897
909,1400000US24033800701,0,19,0,1422
910,1400000US24033800705,0,0,9,1263
911,1400000US24033800706,0,0,8,1117
912,1400000US24033800707,0,22,0,1091
913,1400000US24033800800,0,8,0,1156
914,1400000US24033800900,0,0,0,608
915,1400000US24033801003,0,67,0,1235
916,1400000US24033801004,0,0,0,1267
917,1400000US24033801104,0,0,0,787
918,1400000US24033801207,8,11,0,1284
919,1400000US24033801208,0,0,0,1235
920,1400000US24033801210,0,20,0,1424
921,1400000US24033801211,0,0,0,1013
922,1400000US24033801212,0,43,0,1073
923,1400000US24033801213,0,31,0,1090
924,1400000US24033801214,20,59,0,1535
925,1400000US24033801215,0,0,0,752
926,1400000US24033801217,0,0,8,998
927,1400000US24033801302,0,0,12,950
928,1400000US24033801305,21,47,0,1731
929,1400000US24033801307,0,27,16,1342
930,1400000US24033801309,0,19,13,1211
931,1400000US24033801310,0,52,0,1948
932,1400000US24033801311,0,14,0,1598
933,1400000US24033801312,0,22,0,1136
934,1400000US24033801404,13,11,6,1730
935,1400000US24033801405,0,33,0,1508
936,1400000US24033801406,0,0,0,1299
937,1400000US24033801407,0,15,0,2099
938,1400000US24033801408,0,32,0,1459
939,1400000US24033801410,0,28,0,1133
940,1400000US24033801411,0,0,13,1116
941,1400000US24033801500,6,6,0,776
942,1400000US24033801600,0,47,0,985
943,1400000US24033801701,0,44,0,1423
944,1400000US24033801704,0,48,0,2218
945,1400000US24033801706,0,28,0,601
946,1400000US24033801707,28,92,16,1892
947,1400000US24033801708,0,12,0,1196
948,1400000US24033801802,0,41,0,1646
949,1400000US24033801804,14,0,0,763
950,1400000US24033801807,0,124,34,1831
951,1400000US24033801808,0,35,0,1406
952,1400000US24033801901,0,49,7,1608
953,1400000US24033801904,0,65,0,1120
954,1400000US24033801905,9,20,0,1618
955,1400000US24033801906,0,32,0,701
956,1400000US24033801907,9,56,20,1545
957,1400000US24033802001,0,76,0,2048
958,1400000US24033802002,0,17,0,1376
959,1400000US24033802103,0,41,0,1040
960,1400000US24033802106,0,118,0,1584
961,1400000US24033802107,0,96,0,1451
962,1400000US24033802201,0,16,0,768
963,1400000US24033802204,9,34,0,2121
964,1400000US24033802301,0,0,0,1310
965,1400000US24033802404,0,74,0,1679
966,1400000US24033802405,0,18,8,1497
967,1400000US24033802407,0,101,0,1838
968,1400000US24033802408,0,41,0,671
969,1400000US24033802501,6,41,0,1385
970,1400000US24033802502,0,0,0,857
971,1400000US24033802700,0,0,0,847
972,1400000US24033802803,14,41,0,1897
973,1400000US24033802804,0,57,0,2047
974,1400000US24033802805,0,0,0,1653
975,1400000US24033802901,31,24,0,1422
